Name,Category,File,File Name,分类,图标名,标签,Tag
backpack,Clothes,https://wentin.github.io/IconPark/source/Clothes/backpack.svg,backpack,服饰,背包,"书包, 包包, 双肩包, 运动包, 登山包","bag, bags, shoulder bags, sports bags, mountaineering bags"
download one,Arrows,https://wentin.github.io/IconPark/source/Arrows/download-one.svg,download-one,方向,下载1,"下载, 云下载","download, download cloud"
softball,Sports,https://wentin.github.io/IconPark/source/Sports/softball.svg,softball,运动,垒球,"棒球, 球类, 球, 弹性球, 体育","baseball, ball, ball, elastic ball, sports"
go start,Arrows,https://wentin.github.io/IconPark/source/Arrows/go-start.svg,go-start,方向,上一曲,"上一个, 上一首, 上, 箭头","one on one, the arrow"
text,Edit,https://wentin.github.io/IconPark/source/Edit/text.svg,text,编辑,文字,"文字, 输入, 文本","text, enter the text"
chart stock,Charts,https://wentin.github.io/IconPark/source/Charts/chart-stock.svg,chart-stock,图表,K线图,"K线图, 股票图, 股票","k line graph, stock, stock,"
protection,Base,https://wentin.github.io/IconPark/source/Base/protection.svg,protection,基础,保护,"防护, 呵护, 雨伞","protection, care, umbrella"
message sent,Communicate,https://wentin.github.io/IconPark/source/Communicate/message-sent.svg,message-sent,交流,信息已发送,"发送信息, 消息, 完成","sending information message, complete"
up,Arrows,https://wentin.github.io/IconPark/source/Arrows/up.svg,up,方向,上,"向上, 箭头",up arrow
background color,Edit,https://wentin.github.io/IconPark/source/Edit/background-color.svg,background-color,编辑,背景颜色,"背景, 颜色, 油漆桶, 粉刷, 上色","background, color, paint bucket, paint, color"
nests,Health,https://wentin.github.io/IconPark/source/Health/nests.svg,nests,医疗健康,燕窝,"补品, 滋补, 养生, 动物, 燕窝","tonic, nourishing, health, animal, bird's nest"
music one,Music,https://wentin.github.io/IconPark/source/Music/music-one.svg,music-one,声音,音乐,"音乐, 乐符, 歌曲, 歌声, 播放","music, music symbols, songs, singing, playing"
data,Charts,https://wentin.github.io/IconPark/source/Charts/data.svg,data,图表,数据库,"数据库, 数据","databases, data"
confounded face,Emoji,https://wentin.github.io/IconPark/source/Emoji/confounded-face.svg,confounded-face,表情,抿嘴闭眼,抿嘴闭眼,minzui eyes closed
face without mouth,Emoji,https://wentin.github.io/IconPark/source/Emoji/face-without-mouth.svg,face-without-mouth,表情,无嘴脸,无嘴脸,no countenance
light,Others,https://wentin.github.io/IconPark/source/Others/light.svg,light,其它,光源,"散射, 散射光, 发光, 照射, 节能, luminous, 键盘","scattering, the scattered light, light, radiation, energy, luminous, keyboard"
code brackets,ContentEdit,https://wentin.github.io/IconPark/source/ContentEdit/code-brackets.svg,code-brackets,内容编辑,大括号,"代码括号, 代码块, 大括号, 开发","code brace, code blocks, braces, development"
electronic pen,Hardware,https://wentin.github.io/IconPark/source/Hardware/electronic-pen.svg,electronic-pen,硬件,触电笔,"电笔, 体温计","electric pen, thermometer"
endpoint round,Edit,https://wentin.github.io/IconPark/source/Edit/endpoint-round.svg,endpoint-round,编辑,圆头端点,端点类型,endpoint type
halo,Abstract,https://wentin.github.io/IconPark/source/Abstract/halo.svg,halo,抽象,光晕,"虚线圆环, 光照, 扩散","ring dotted line, light, diffusion"
timeline,Charts,https://wentin.github.io/IconPark/source/Charts/timeline.svg,timeline,图表,时间线,"时间线, 时间, charts, 数据, 分析, 图表","timeline, time, charts, data analysis, chart"
alphabetical sorting two,ContentEdit,https://wentin.github.io/IconPark/source/ContentEdit/alphabetical-sorting-two.svg,alphabetical-sorting-two,内容编辑,字母倒序,"字母倒序, 排序, 顺序","reverse alphabetical order, sort, order"
tent banner,Others,https://wentin.github.io/IconPark/source/Others/tent-banner.svg,tent-banner,其它,帐篷旗帜,"帐篷, 户外, 露营, 居住, 家","tents, outdoor, camping, living, family"
four round point connection,Abstract,https://wentin.github.io/IconPark/source/Abstract/four-round-point-connection.svg,four-round-point-connection,抽象,四点连接,四点连接,four-point connection
coordinate system,Abstract,https://wentin.github.io/IconPark/source/Abstract/coordinate-system.svg,coordinate-system,抽象,坐标系统,"坐标系统, 3D, 立体, 坐标","coordinate system, 3d, three-dimensional coordinates"
view grid card,Base,https://wentin.github.io/IconPark/source/Base/view-grid-card.svg,view-grid-card,基础,卡片查看模式,"列表, 列表模式, 宫格模式, 卡片, 网格视图","list, list mode, grids mode, a card, a grid view"
future build two,Build,https://wentin.github.io/IconPark/source/Build/future-build-two.svg,future-build-two,建筑,未来魔都,"城楼, 阁楼, 房子, 楼房, 大厦","tower, loft, house, building, building"
clear format,Edit,https://wentin.github.io/IconPark/source/Edit/clear-format.svg,clear-format,编辑,清除格式,"清除, 恢复, 字体格式",and reset the font format
chart line,Charts,https://wentin.github.io/IconPark/source/Charts/chart-line.svg,chart-line,图表,折线图,"面积图, 曲线图, 折线图","fig area, a graph, a line graph"
loop once,Arrows,https://wentin.github.io/IconPark/source/Arrows/loop-once.svg,loop-once,方向,循环一次,"循环, 单次循环, 播放","cycle, single cycle, play"
database sync,Datas,https://wentin.github.io/IconPark/source/Datas/database-sync.svg,database-sync,数据库,数据库同步,数据库同步,database synchronization
arrow circle left,Arrows,https://wentin.github.io/IconPark/source/Arrows/arrow-circle-left.svg,arrow-circle-left,方向,左-箭头,"上一个, 箭头, 圆圈箭头","on one arrow, circle arrows"
list top,ContentEdit,https://wentin.github.io/IconPark/source/ContentEdit/list-top.svg,list-top,内容编辑,列表,"列表, 顶部, 最前","list, top, foremost"
database lock,Datas,https://wentin.github.io/IconPark/source/Datas/database-lock.svg,database-lock,数据库,数据库锁定,数据库锁定,database locked
command,Connect,https://wentin.github.io/IconPark/source/Connect/command.svg,command,连接,命令键,"命令建, 符号, 键盘, 按键","built command, symbol, keyboard, keypad"
cooking pot,Others,https://wentin.github.io/IconPark/source/Others/cooking-pot.svg,cooking-pot,其它,煮锅,"煮熟, 烹饪, 厨房, 做饭, 美食, 餐饮","cooked, cooking, kitchen, cooking, food, food"
pie five,Charts,https://wentin.github.io/IconPark/source/Charts/pie-five.svg,pie-five,图表,进度,"进度, 百分比, 饼图","progress, percentage, pie"
flask,Others,https://wentin.github.io/IconPark/source/Others/flask.svg,flask,其它,三角杯,"三角杯, 试验, 酒杯, 测量, 化学","triangle cups, test, glass, measurement, chemical"
museum one,Build,https://wentin.github.io/IconPark/source/Build/museum-one.svg,museum-one,建筑,博物馆,"展览馆, 大会堂, 政府, 机构","exhibition hall, town hall, governments, institutions"
left,Arrows,https://wentin.github.io/IconPark/source/Arrows/left.svg,left,方向,左,"返回, 向左",returns to the left
split branch,Abstract,https://wentin.github.io/IconPark/source/Abstract/split-branch.svg,split-branch,抽象,分离,"分离, 编辑, 对比","separation, edit, compare"
text rotation none,Edit,https://wentin.github.io/IconPark/source/Edit/text-rotation-none.svg,text-rotation-none,编辑,文本旋转-无,"文本, 编辑, 文字, 旋转","text editor, text, rotation"
quadrangular pyramid,Abstract,https://wentin.github.io/IconPark/source/Abstract/quadrangular-pyramid.svg,quadrangular-pyramid,抽象,四棱锥,四棱锥,four-sided pyramid
inbox out,Base,https://wentin.github.io/IconPark/source/Base/inbox-out.svg,inbox-out,基础,收件上载,"收件箱, 信箱, 邮箱, 邮件, 信件, 上传, 上载","inbox, mail, mail, mail, mail, upload, upload"
triangle ruler,Base,https://wentin.github.io/IconPark/source/Base/triangle-ruler.svg,triangle-ruler,基础,三角尺,三角尺 长度 测量,triangle ruler length measurement
paragraph break two,Edit,https://wentin.github.io/IconPark/source/Edit/paragraph-break-two.svg,paragraph-break-two,编辑,段落折行,段落折行,paragraph wrap
magic hat,Clothes,https://wentin.github.io/IconPark/source/Clothes/magic-hat.svg,magic-hat,服饰,魔术帽,"帽子, 魔术, 高帽","hat, magic, hat"
reduce one,Character,https://wentin.github.io/IconPark/source/Character/reduce-one.svg,reduce-one,符号,减少,"未全选, 减号, 不允许, 禁止","not select all, a minus sign, not allowed, prohibited"
hanger one,Clothes,https://wentin.github.io/IconPark/source/Clothes/hanger-one.svg,hanger-one,服饰,衣架,撑衣架,support hanger
histogram,Charts,https://wentin.github.io/IconPark/source/Charts/histogram.svg,histogram,图表,直方图,"折线图, 数据分析, charts, 数据, 图表","line chart, the data analysis, charts, data, graphs"
database network point,Datas,https://wentin.github.io/IconPark/source/Datas/database-network-point.svg,database-network-point,数据库,数据库网络节点,数据库网络节点,database network node
chart line area,Charts,https://wentin.github.io/IconPark/source/Charts/chart-line-area.svg,chart-line-area,图表,折线面积图,"面积图, 曲线图, 折线图","fig area, a graph, a line graph"
dubai,Build,https://wentin.github.io/IconPark/source/Build/dubai.svg,dubai,建筑,迪拜大厦,"迪拜, 大厦, 高楼, 楼宇","dubai, buildings, high-rise, building"
dashboard two,Others,https://wentin.github.io/IconPark/source/Others/dashboard-two.svg,dashboard-two,其它,仪表盘,"仪表盘, 仪表, 看板","dashboard, instruments, kanban"
surveillance cameras two,Others,https://wentin.github.io/IconPark/source/Others/surveillance-cameras-two.svg,surveillance-cameras-two,其它,监控摄像头,监控摄像头,surveillance cameras
headset two,Hardware,https://wentin.github.io/IconPark/source/Hardware/headset-two.svg,headset-two,硬件,耳机,"听筒, 收音器, 扩音器, 音响","earpiece, radio, amplifier, audio"
bow,Clothes,https://wentin.github.io/IconPark/source/Clothes/bow.svg,bow,服饰,领结,"饰品, 蝴蝶结, 领带","jewelry, bows, tie"
piano,Music,https://wentin.github.io/IconPark/source/Music/piano.svg,piano,声音,钢琴,"键盘, 琴键, 音乐","keyboard, keys, music"
peoples,Peoples,https://wentin.github.io/IconPark/source/Peoples/peoples.svg,peoples,人群,人群,"用户, 客户 , 员工, 多人","users, customers, employees, people"
to bottom,Arrows,https://wentin.github.io/IconPark/source/Arrows/to-bottom.svg,to-bottom,方向,去底部,"下, 底部",at the bottom
sliding horizontal,Others,https://wentin.github.io/IconPark/source/Others/sliding-horizontal.svg,sliding-horizontal,其它,水平拖动,"水平拖动, 双方向, 方向, 箭头, 左右","drag horizontally, in both directions, direction, arrows, left and right"
four arrows,Abstract,https://wentin.github.io/IconPark/source/Abstract/four-arrows.svg,four-arrows,抽象,四个箭头,"箭头, 四个箭头",arrow four arrow
text style,Edit,https://wentin.github.io/IconPark/source/Edit/text-style.svg,text-style,编辑,文本样式,"文字样式, 样式, 文本放大, 选中文字, 文本","text style, style, text zoom, select the text, text"
move in,Arrows,https://wentin.github.io/IconPark/source/Arrows/move-in.svg,move-in,方向,向内移动,"移动, 剧中, 聚合","movement play, the polymerization"
pie three,Charts,https://wentin.github.io/IconPark/source/Charts/pie-three.svg,pie-three,图表,进度,"进度, 百分比, 饼图","progress, percentage, pie"
medical files,Health,https://wentin.github.io/IconPark/source/Health/medical-files.svg,medical-files,医疗健康,医疗档案,"档案, 文件, 收藏文件, 医疗","files, documents, collection of documents, medical"
bowling,Sports,https://wentin.github.io/IconPark/source/Sports/bowling.svg,bowling,运动,保龄球,"保龄球, 球类, 球, 圆球, 硬球, 体育","bowling ball, ball, ball, hard ball, sports"
handbag,Clothes,https://wentin.github.io/IconPark/source/Clothes/handbag.svg,handbag,服饰,手提包,"皮包, 公文包, 包包","purses, briefcases, bags"
branch two,Connect,https://wentin.github.io/IconPark/source/Connect/branch-two.svg,branch-two,连接,分支,"分支, Git, 代码管理, 分布式","branch, git, code management, distributed"
increase the scale,Edit,https://wentin.github.io/IconPark/source/Edit/increase-the-scale.svg,increase-the-scale,编辑,增加小数位,"小数位, 增加, 增加位数","decimal places, increase, increase the number of bits"
devices,Base,https://wentin.github.io/IconPark/source/Base/devices.svg,devices,基础,设备,"设备, 手机, 平板","equipment, mobile phones, tablet"
whirlwind,Abstract,https://wentin.github.io/IconPark/source/Abstract/whirlwind.svg,whirlwind,抽象,旋风,"旋转, 旋风, 循环","rotation, cyclones, recycling"
fence two,Build,https://wentin.github.io/IconPark/source/Build/fence-two.svg,fence-two,建筑,栅栏,"护栏, 拦网, 栅栏","fence, blocking fence"
loudly crying face whit open mouth,Emoji,https://wentin.github.io/IconPark/source/Emoji/loudly-crying-face-whit-open-mouth.svg,loudly-crying-face-whit-open-mouth,表情,张嘴哭,张嘴哭,mouth cry
relieved face,Emoji,https://wentin.github.io/IconPark/source/Emoji/relieved-face.svg,relieved-face,表情,笑眯眼,笑眯眼,squinting smile
list success,Edit,https://wentin.github.io/IconPark/source/Edit/list-success.svg,list-success,编辑,成功列表,成功列表,success list
edit movie,Edit,https://wentin.github.io/IconPark/source/Edit/edit-movie.svg,edit-movie,编辑,影片剪辑,影片剪辑 编辑,edited movie clips
text rotation down,Edit,https://wentin.github.io/IconPark/source/Edit/text-rotation-down.svg,text-rotation-down,编辑,文本旋转-下,"文本, 编辑, 文字, 旋转, 向下","text editor, text, rotation, down"
browser,Base,https://wentin.github.io/IconPark/source/Base/browser.svg,browser,基础,浏览器,"窗口, 浏览器",window browser
bye,Hands,https://wentin.github.io/IconPark/source/Hands/bye.svg,bye,手势,拜拜,"再见, 再会, 离开, 分别, bye","goodbye, goodbye, leave, respectively, bye"
retro bag,Clothes,https://wentin.github.io/IconPark/source/Clothes/retro-bag.svg,retro-bag,服饰,复古包,"包包, 复古包, 皮包, 手提包, 背包","bag, retro bags, purses, handbags, backpacks"
tips one,Communicate,https://wentin.github.io/IconPark/source/Communicate/tips-one.svg,tips-one,交流,提示,"信息提示, 提示, 警示, 报错, 提示信息, message","prompt information, tips, warning, error, message, message"
